Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image1_g.jpg,TexteG1,"[[574.7500000000001, 122.00000000000017], [599.7500000000001, 64.50000000000017], [924.7500000000001, 79.50000000000017], [1107.25, 72.00000000000017], [1292.25, 74.50000000000017], [1519.75, 87.00000000000017], [1664.75, 72.00000000000017], [1757.25, 72.00000000000017], [1857.25, 72.00000000000017], [1959.75, 74.50000000000017], [2129.75, 79.50000000000017], [2134.75, 132.00000000000017], [1854.75, 132.00000000000017], [1552.25, 132.00000000000017], [1454.75, 147.00000000000017], [1274.75, 142.00000000000017], [1129.75, 124.50000000000017], [1052.25, 132.00000000000017], [944.7500000000001, 149.50000000000017], [897.2500000000001, 207.00000000000017], [744.7500000000001, 199.50000000000017], [647.2500000000001, 207.00000000000017], [529.7500000000001, 209.50000000000017], [447.2500000000001, 204.50000000000017], [457.2500000000001, 172.00000000000017], [549.7500000000001, 154.50000000000017]]"
./AnnotedImage\image1_g.jpg,EquationG1,"[[1054.75, 162.00000000000017], [1054.75, 209.50000000000017], [1232.25, 217.00000000000017], [1362.25, 212.00000000000017], [1509.75, 212.00000000000017], [1627.25, 212.00000000000017], [1642.25, 154.50000000000017], [1512.25, 152.00000000000017], [1372.25, 154.50000000000017], [1272.25, 137.00000000000017], [1177.25, 137.00000000000017], [1109.75, 137.00000000000017]]"
./AnnotedImage\image1_g.jpg,EquationG2,"[[1887.25, 137.00000000000017], [1887.25, 184.50000000000017], [1892.25, 204.50000000000017], [2002.25, 212.00000000000017], [2124.75, 212.00000000000017], [2122.25, 149.50000000000017], [1979.75, 139.50000000000017]]"
./AnnotedImage\image1_g.jpg,TexteG2,"[[447.2500000000001, 239.50000000000017], [482.2500000000001, 357.00000000000017], [574.7500000000001, 362.00000000000017], [642.2500000000001, 394.50000000000017], [769.7500000000001, 392.00000000000017], [867.2500000000001, 384.50000000000017], [959.7500000000001, 372.00000000000017], [1117.25, 354.50000000000017], [1112.25, 279.50000000000017], [1019.7500000000001, 274.50000000000017], [1022.2500000000001, 214.50000000000017], [1047.25, 157.00000000000017], [989.7500000000001, 159.50000000000017], [957.2500000000001, 194.50000000000017], [909.7500000000001, 212.00000000000017], [797.2500000000001, 204.50000000000017], [679.7500000000001, 224.50000000000017], [589.7500000000001, 224.50000000000017], [484.7500000000001, 217.00000000000017]]"
./AnnotedImage\image1_g.jpg,EquationG3,"[[1042.25, 232.00000000000017], [1052.25, 259.50000000000017], [1144.75, 269.50000000000017], [1124.75, 304.50000000000017], [1157.25, 354.50000000000017], [1229.75, 364.50000000000017], [1262.25, 282.00000000000017], [1349.75, 302.00000000000017], [1349.75, 332.00000000000017], [1282.25, 332.00000000000017], [1277.25, 367.00000000000017], [1314.75, 387.00000000000017], [1379.75, 392.00000000000017], [1429.75, 354.50000000000017], [1489.75, 334.50000000000017], [1532.25, 317.00000000000017], [1552.25, 279.50000000000017], [1667.25, 279.50000000000017], [1722.25, 234.50000000000017], [1817.25, 232.00000000000017], [1827.25, 272.00000000000017], [2064.75, 277.00000000000017], [2074.75, 222.00000000000017], [1864.75, 214.50000000000017], [1719.75, 217.00000000000017], [1529.75, 232.00000000000017], [1472.25, 219.50000000000017], [1384.75, 217.00000000000017], [1297.25, 224.50000000000017], [1164.75, 219.50000000000017]]"
./AnnotedImage\image1_g.jpg,EquationG4,"[[1762.25, 292.00000000000017], [1724.75, 339.50000000000017], [1602.25, 339.50000000000017], [1497.25, 327.00000000000017], [1454.75, 367.00000000000017], [1519.75, 384.50000000000017], [1624.75, 387.00000000000017], [1737.25, 397.00000000000017], [1822.25, 397.00000000000017], [1859.75, 397.00000000000017], [1864.75, 357.00000000000017], [1872.25, 307.00000000000017], [1942.25, 302.00000000000017], [1997.25, 307.00000000000017], [1999.75, 364.50000000000017], [2009.75, 382.00000000000017], [2094.75, 394.50000000000017], [2137.25, 294.50000000000017], [2019.75, 277.00000000000017], [1879.75, 282.00000000000017], [1792.25, 267.00000000000017]]"
./AnnotedImage\image1_g.jpg,EquationG5,"[[957.2500000000001, 402.00000000000017], [907.2500000000001, 442.00000000000017], [799.7500000000001, 444.50000000000017], [657.2500000000001, 444.50000000000017], [604.7500000000001, 452.00000000000017], [614.7500000000001, 507.00000000000017], [719.7500000000001, 539.5000000000002], [799.7500000000001, 514.5000000000002], [812.2500000000001, 559.5000000000002], [789.7500000000001, 584.5000000000002], [712.2500000000001, 592.0000000000002], [694.7500000000001, 619.5000000000002], [872.2500000000001, 669.5000000000002], [1019.7500000000001, 659.5000000000002], [1159.75, 662.0000000000002], [1297.25, 657.0000000000002], [1442.25, 649.5000000000002], [1484.75, 584.5000000000002], [1374.75, 554.5000000000002], [1369.75, 494.50000000000017], [1199.75, 482.00000000000017], [1192.25, 434.50000000000017], [1337.25, 449.50000000000017], [1354.75, 409.50000000000017], [1249.75, 379.50000000000017], [1119.75, 372.00000000000017], [1029.75, 379.50000000000017], [1009.7500000000001, 387.00000000000017], [972.2500000000001, 424.50000000000017], [972.2500000000001, 449.50000000000017], [927.2500000000001, 452.00000000000017], [892.2500000000001, 482.00000000000017], [1032.25, 519.5000000000002], [1119.75, 539.5000000000002], [1107.25, 577.0000000000002], [994.7500000000001, 579.5000000000002], [982.2500000000001, 512.0000000000002], [852.2500000000001, 492.00000000000017], [854.7500000000001, 469.50000000000017], [912.2500000000001, 444.50000000000017], [899.7500000000001, 439.50000000000017]]"
./AnnotedImage\image1_g.jpg,TexteG3,"[[1372.25, 407.00000000000017], [1347.25, 442.00000000000017], [1264.75, 447.00000000000017], [1217.25, 459.50000000000017], [1217.25, 492.00000000000017], [1384.75, 504.50000000000017], [1382.25, 552.0000000000002], [1487.25, 577.0000000000002], [1489.75, 647.0000000000002], [1687.25, 637.0000000000002], [1824.75, 624.5000000000002], [1939.75, 624.5000000000002], [2039.75, 604.5000000000002], [2034.75, 557.0000000000002], [1877.25, 562.0000000000002], [1727.25, 592.0000000000002], [1687.25, 574.5000000000002], [1572.25, 577.0000000000002], [1559.75, 499.50000000000017], [1447.25, 494.50000000000017], [1412.25, 487.00000000000017], [1429.75, 442.00000000000017], [1577.25, 427.00000000000017], [1702.25, 429.50000000000017], [1847.25, 427.00000000000017], [1937.25, 439.50000000000017], [2039.75, 449.50000000000017], [2117.25, 449.50000000000017], [2164.75, 429.50000000000017], [2162.25, 392.00000000000017], [2007.25, 384.50000000000017], [1889.75, 362.00000000000017], [1859.75, 392.00000000000017], [1809.75, 392.00000000000017], [1744.75, 394.50000000000017], [1654.75, 389.50000000000017], [1582.25, 394.50000000000017], [1502.25, 382.00000000000017], [1454.75, 382.00000000000017], [1409.75, 382.00000000000017]]"
./AnnotedImage\image1_g.jpg,EquationG6,"[[1462.25, 452.00000000000017], [1474.75, 494.50000000000017], [1559.75, 507.00000000000017], [1577.25, 569.5000000000002], [1662.25, 564.5000000000002], [1724.75, 592.0000000000002], [1784.75, 554.5000000000002], [1779.75, 509.50000000000017], [1702.25, 492.00000000000017], [1714.75, 442.00000000000017], [1772.25, 462.00000000000017], [1792.25, 499.50000000000017], [1857.25, 532.0000000000002], [2014.75, 534.5000000000002], [1977.25, 487.00000000000017], [1949.75, 447.00000000000017], [1822.25, 424.50000000000017], [1737.25, 427.00000000000017], [1684.75, 434.50000000000017], [1607.25, 429.50000000000017], [1522.25, 437.00000000000017]]"
./AnnotedImage\image1_g.jpg,TexteG4,"[[427.2500000000001, 382.00000000000017], [424.7500000000001, 467.00000000000017], [414.7500000000001, 634.5000000000002], [574.7500000000001, 637.0000000000002], [667.2500000000001, 644.5000000000002], [664.7500000000001, 577.0000000000002], [652.2500000000001, 527.0000000000002], [594.7500000000001, 512.0000000000002], [577.2500000000001, 452.00000000000017], [512.2500000000001, 434.50000000000017], [514.7500000000001, 374.50000000000017]]"
