Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image2_d.jpg,texteD21,"[[90.18181818181813, 118.18181818181817], [90.18181818181813, 330.3030303030303], [256.84848484848476, 345.45454545454544], [335.6363636363635, 260.60606060606057], [856.8484848484848, 245.45454545454544], [1232.6060606060605, 233.33333333333331], [1450.7878787878788, 233.33333333333331], [1487.151515151515, 321.2121212121212], [1511.3939393939393, 415.1515151515151], [1638.6666666666665, 496.96969696969694], [1923.5151515151515, 536.3636363636364], [2087.151515151515, 327.27272727272725], [2093.212121212121, 118.18181818181817], [1847.7575757575755, 93.93939393939394], [1456.8484848484848, 78.78787878787878], [1008.3636363636363, 90.9090909090909], [553.8181818181818, 84.84848484848484], [190.18181818181813, 75.75757575757575]]"
./AnnotedImage\image2_d.jpg,texteD22,"[[120.48484848484838, 548.4848484848485], [678.060606060606, 536.3636363636364], [1102.3030303030303, 539.3939393939394], [1135.6363636363635, 542.4242424242424], [1175.030303030303, 433.3333333333333], [1075.030303030303, 339.3939393939394], [887.151515151515, 333.3333333333333], [914.4242424242423, 460.60606060606057], [747.7575757575758, 472.7272727272727], [468.9696969696969, 466.66666666666663], [153.81818181818176, 460.60606060606057]]"
./AnnotedImage\image2_d.jpg,texteD23,"[[93.21212121212113, 642.4242424242424], [132.6060606060605, 930.3030303030303], [262.9090909090909, 906.060606060606], [653.8181818181818, 909.090909090909], [853.8181818181818, 890.9090909090909], [893.212121212121, 978.7878787878788], [1420.4848484848483, 963.6363636363636], [1641.6969696969695, 948.4848484848484], [1696.242424242424, 775.7575757575758], [1165.9393939393938, 812.1212121212121], [1135.6363636363635, 693.9393939393939], [1338.6666666666665, 675.7575757575758], [1729.5757575757575, 681.8181818181818], [2041.6969696969695, 666.6666666666666], [2099.272727272727, 509.09090909090907], [1756.8484848484845, 551.5151515151515], [1759.8787878787875, 627.2727272727273], [1226.5454545454545, 642.4242424242424], [1178.060606060606, 621.2121212121211], [884.121212121212, 624.2424242424242], [535.6363636363635, 621.2121212121211], [214.42424242424238, 630.3030303030303]]"
./AnnotedImage\image2_d.jpg,texteD24,"[[841.6969696969695, 1000.0], [765.9393939393938, 1072.7272727272727], [565.9393939393938, 1096.969696969697], [256.84848484848476, 1115.151515151515], [93.21212121212113, 1106.060606060606], [108.36363636363626, 1209.090909090909], [150.78787878787875, 1227.2727272727273], [211.39393939393938, 1172.7272727272727], [390.18181818181813, 1145.4545454545455], [599.2727272727273, 1142.4242424242423], [868.9696969696968, 1115.151515151515], [1132.6060606060605, 1103.030303030303], [1381.090909090909, 1103.030303030303], [1490.181818181818, 1087.8787878787878], [1523.5151515151515, 1021.2121212121211], [1987.151515151515, 1018.1818181818181], [1987.151515151515, 939.3939393939394], [1517.4545454545453, 963.6363636363636], [1196.242424242424, 966.6666666666666]]"
./AnnotedImage\image2_d.jpg,texteD25,"[[165.93939393939388, 1309.090909090909], [114.42424242424238, 1666.6666666666665], [156.84848484848476, 1709.090909090909], [459.87878787878776, 1709.090909090909], [471.9999999999999, 1654.5454545454545], [772.0, 1648.4848484848485], [944.7272727272725, 1633.3333333333333], [1314.4242424242423, 1624.2424242424242], [1353.8181818181818, 1569.6969696969695], [1508.3636363636363, 1566.6666666666665], [1668.969696969697, 1584.8484848484848], [1814.4242424242425, 1545.4545454545453], [1972.0, 1563.6363636363635], [2068.969696969697, 1321.2121212121212], [1990.181818181818, 1254.5454545454545], [1678.060606060606, 1290.9090909090908], [1529.5757575757575, 1266.6666666666665], [1278.060606060606, 1306.060606060606], [1053.8181818181818, 1300.0], [838.6666666666665, 1315.151515151515], [578.060606060606, 1330.3030303030303], [323.5151515151515, 1318.181818181818]]"
./AnnotedImage\image2_d.jpg,texteD26,"[[168.96969696969688, 1924.2424242424242], [105.33333333333326, 2036.3636363636363], [135.63636363636363, 2109.090909090909], [787.151515151515, 2090.909090909091], [1041.6969696969695, 2090.909090909091], [1020.4848484848483, 2027.2727272727273], [1347.7575757575758, 2024.2424242424242], [1708.363636363636, 2009.090909090909], [1862.909090909091, 2009.090909090909], [1902.30303030303, 1869.6969696969695], [1735.6363636363635, 1839.3939393939393], [1647.7575757575755, 1896.9696969696968], [1347.7575757575758, 1887.8787878787878], [1029.5757575757575, 1866.6666666666665], [968.9696969696968, 1948.4848484848485], [841.6969696969695, 1939.3939393939393], [829.5757575757575, 1900.0], [578.060606060606, 1909.090909090909], [329.5757575757575, 1912.121212121212]]"
./AnnotedImage\image2_d.jpg,texteD27,"[[117.45454545454538, 2263.6363636363635], [108.36363636363626, 2384.8484848484845], [178.060606060606, 2378.7878787878785], [214.42424242424238, 2318.181818181818], [350.78787878787875, 2309.090909090909], [390.18181818181813, 2306.060606060606], [399.27272727272725, 2393.939393939394], [547.7575757575758, 2360.6060606060605], [578.060606060606, 2415.151515151515], [1544.7272727272725, 2384.8484848484845], [1887.151515151515, 2403.030303030303], [1972.0, 2339.3939393939395], [1805.333333333333, 2354.5454545454545], [1656.8484848484845, 2333.333333333333], [1599.272727272727, 2278.7878787878785], [1505.3333333333333, 2272.7272727272725], [1538.6666666666665, 2230.30303030303], [1199.2727272727273, 2236.363636363636], [908.3636363636363, 2263.6363636363635], [635.6363636363635, 2248.4848484848485], [614.4242424242423, 2330.30303030303], [429.5757575757575, 2318.181818181818], [378.060606060606, 2272.7272727272725], [275.030303030303, 2251.5151515151515]]"
./AnnotedImage\image2_d.jpg,texteD28,"[[105.33333333333326, 2424.242424242424], [87.15151515151513, 2693.939393939394], [253.81818181818176, 2657.5757575757575], [290.18181818181813, 2663.6363636363635], [275.030303030303, 2724.242424242424], [499.27272727272725, 2693.939393939394], [729.5757575757575, 2693.939393939394], [756.8484848484848, 2621.212121212121], [1156.8484848484848, 2609.090909090909], [1405.3333333333333, 2618.181818181818], [1420.4848484848483, 2551.5151515151515], [1896.242424242424, 2539.3939393939395], [1902.30303030303, 2439.3939393939395], [1814.4242424242425, 2406.060606060606], [1626.5454545454545, 2409.090909090909], [1205.3333333333333, 2390.909090909091], [823.5151515151515, 2412.121212121212], [620.4848484848485, 2421.212121212121], [420.4848484848484, 2445.4545454545455], [432.6060606060605, 2378.7878787878785]]"
./AnnotedImage\image2_d.jpg,texteD29,"[[93.21212121212113, 3069.6969696969695], [68.96969696969688, 3372.7272727272725], [423.5151515151514, 3336.363636363636], [368.9696969696969, 3287.8787878787875], [368.9696969696969, 3254.5454545454545], [432.6060606060605, 3230.30303030303], [881.090909090909, 3209.090909090909], [1235.6363636363635, 3196.969696969697], [1302.3030303030303, 3130.30303030303], [1341.6969696969695, 3112.121212121212], [1517.4545454545453, 3112.121212121212], [1902.30303030303, 3109.090909090909], [1978.060606060606, 3027.272727272727], [1847.7575757575755, 2881.8181818181815], [1762.909090909091, 2842.4242424242425], [1647.7575757575755, 2851.5151515151515], [1641.6969696969695, 2778.7878787878785], [1256.8484848484848, 2778.7878787878785], [1262.9090909090908, 2878.7878787878785], [1002.3030303030303, 2896.969696969697], [972.0, 2984.8484848484845], [793.212121212121, 3030.30303030303], [753.8181818181818, 3069.6969696969695], [496.24242424242414, 3090.9090909090905], [259.87878787878776, 3093.939393939394]]"
./AnnotedImage\image2_d.jpg,texteD30,"[[114.42424242424238, 3366.6666666666665], [62.90909090909088, 3530.30303030303], [78.060606060606, 3584.8484848484845], [247.75757575757564, 3572.7272727272725], [317.4545454545454, 3648.4848484848485], [753.8181818181818, 3624.242424242424], [784.121212121212, 3572.7272727272725], [905.3333333333333, 3563.6363636363635], [1075.030303030303, 3539.393939393939], [1172.0, 3551.5151515151515], [1162.9090909090908, 3630.30303030303], [1559.8787878787875, 3609.090909090909], [1847.7575757575755, 3615.151515151515], [1841.6969696969695, 3545.4545454545455], [1823.5151515151515, 3496.969696969697], [1732.6060606060605, 3466.6666666666665], [1690.181818181818, 3457.5757575757575], [1508.3636363636363, 3460.6060606060605], [1399.2727272727273, 3454.5454545454545], [1281.090909090909, 3442.424242424242], [1290.181818181818, 3390.9090909090905], [965.9393939393938, 3396.969696969697], [944.7272727272725, 3454.5454545454545], [744.7272727272727, 3454.5454545454545], [756.8484848484848, 3403.030303030303], [532.6060606060605, 3424.242424242424], [453.81818181818176, 3406.060606060606], [150.78787878787875, 3427.272727272727]]"
