Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image5_g.jpg,EquationG43,"[[1747.0, 396.42857142857173], [1747.0, 467.8571428571432], [1801.2857142857142, 499.28571428571456], [1892.7142857142858, 485.0000000000003], [1967.0, 467.8571428571432], [1984.1428571428573, 387.8571428571432], [1844.1428571428573, 387.8571428571432]]"
./AnnotedImage\image5_g.jpg,EquationG44,"[[1595.5714285714287, 585.0000000000002], [1601.2857142857142, 682.1428571428573], [1675.5714285714287, 687.8571428571431], [1724.1428571428573, 585.0000000000002]]"
./AnnotedImage\image5_g.jpg,EquationG45,"[[1804.1428571428573, 602.1428571428573], [1812.7142857142858, 690.7142857142859], [2044.1428571428573, 693.5714285714288], [2061.285714285714, 593.5714285714288], [1915.5714285714284, 582.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG46,"[[535.5714285714287, 570.7142857142859], [544.1428571428571, 765.0000000000002], [692.7142857142858, 790.7142857142859], [752.7142857142858, 699.2857142857144], [904.1428571428571, 696.4285714285717], [935.5714285714287, 590.7142857142859]]"
./AnnotedImage\image5_g.jpg,EquationG47,"[[1209.857142857143, 896.4285714285717], [1164.142857142857, 1062.1428571428573], [1235.5714285714287, 1073.571428571429], [1264.142857142857, 1173.571428571429], [1404.142857142857, 1170.714285714286], [1475.5714285714287, 1170.714285714286], [1647.0, 1170.714285714286], [1712.7142857142858, 1142.1428571428573], [1732.7142857142858, 1039.2857142857147], [1552.7142857142858, 1056.4285714285718], [1589.857142857143, 982.1428571428573], [1481.2857142857142, 947.857142857143], [1489.857142857143, 907.857142857143], [1287.0, 902.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG48,"[[1712.7142857142858, 947.857142857143], [1698.4285714285713, 999.2857142857144], [1784.1428571428573, 1059.2857142857147], [1884.1428571428573, 1053.571428571429], [1969.8571428571427, 1067.8571428571431], [2029.8571428571427, 1039.2857142857147], [2072.714285714286, 967.857142857143], [1998.4285714285716, 942.1428571428573], [1901.2857142857142, 942.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG49,"[[1004.1428571428571, 1136.4285714285718], [1018.4285714285716, 1256.4285714285718], [1081.2857142857144, 1262.1428571428573], [1232.7142857142858, 1245.0000000000002], [1272.7142857142858, 1225.0000000000002], [1284.142857142857, 1127.8571428571431], [1155.5714285714287, 1127.8571428571431]]"
./AnnotedImage\image5_g.jpg,EquationG50,"[[1452.7142857142858, 1159.2857142857147], [1467.0, 1259.2857142857144], [1564.142857142857, 1250.714285714286], [1678.4285714285713, 1247.8571428571431], [1801.2857142857142, 1236.4285714285718], [1932.7142857142858, 1242.1428571428573], [2004.1428571428573, 1256.4285714285718], [2038.4285714285716, 1256.4285714285718], [2055.5714285714284, 1322.1428571428573], [2115.5714285714284, 1339.2857142857144], [2212.714285714286, 1345.0000000000002], [2212.714285714286, 1250.714285714286], [2347.0, 1259.2857142857144], [2387.0, 1216.4285714285718], [2387.0, 1110.714285714286], [2189.8571428571427, 1102.1428571428573], [1981.2857142857142, 1147.8571428571431], [1821.2857142857142, 1130.714285714286], [1738.4285714285716, 1133.571428571429], [1672.7142857142858, 1165.0000000000002], [1584.142857142857, 1167.8571428571431]]"
./AnnotedImage\image5_g.jpg,EquationG51,"[[661.2857142857142, 1325.0000000000002], [664.1428571428571, 1436.4285714285718], [867.0, 1396.4285714285718], [978.4285714285716, 1419.2857142857144], [1064.142857142857, 1419.2857142857144], [1075.5714285714287, 1302.1428571428573], [915.5714285714287, 1322.1428571428573], [769.8571428571429, 1322.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG52,"[[998.4285714285716, 1719.2857142857144], [955.5714285714287, 1885.0000000000002], [998.4285714285716, 1910.714285714286], [1155.5714285714287, 1922.1428571428573], [1072.7142857142858, 1922.1428571428573], [1049.857142857143, 1939.2857142857144], [1044.142857142857, 2002.1428571428573], [1181.2857142857144, 2002.1428571428573], [1378.4285714285716, 1987.8571428571431], [1444.142857142857, 1987.8571428571431], [1538.4285714285716, 1987.8571428571431], [1727.0, 1962.1428571428573], [1955.5714285714284, 1942.1428571428573], [1958.4285714285716, 1845.0000000000002], [1769.8571428571427, 1867.8571428571431], [1764.1428571428573, 1913.5714285714287], [1627.0, 1945.0000000000002], [1541.2857142857142, 1916.4285714285716], [1398.4285714285716, 1902.1428571428573], [1547.0, 1882.1428571428573], [1547.0, 1819.2857142857144], [1349.857142857143, 1810.714285714286], [1304.142857142857, 1902.1428571428573], [1284.142857142857, 1925.0000000000002], [1232.7142857142858, 1887.8571428571431], [1235.5714285714287, 1796.4285714285716], [1078.4285714285716, 1762.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG53,"[[1967.0, 1947.8571428571431], [1992.7142857142858, 2076.4285714285716], [2329.8571428571427, 2085.0], [2332.714285714286, 1936.4285714285716], [2027.0, 1962.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG54,"[[621.2857142857142, 2062.1428571428573], [618.4285714285716, 2196.4285714285716], [809.8571428571429, 2205.0], [912.7142857142858, 2187.857142857143], [915.5714285714287, 2073.571428571429], [732.7142857142858, 2076.4285714285716]]"
./AnnotedImage\image5_g.jpg,EquationG55,"[[1195.5714285714287, 2036.4285714285716], [1141.2857142857144, 2139.2857142857147], [1272.7142857142858, 2170.714285714286], [1415.5714285714287, 2153.571428571429], [1438.4285714285716, 2039.2857142857144]]"
./AnnotedImage\image5_g.jpg,EquationG56,"[[1578.4285714285713, 2045.0000000000002], [1578.4285714285713, 2159.2857142857147], [1812.7142857142858, 2196.4285714285716], [1827.0, 2019.2857142857144]]"
./AnnotedImage\image5_g.jpg,EquationG57,"[[421.2857142857144, 2222.1428571428573], [378.4285714285715, 2302.1428571428573], [564.1428571428571, 2330.714285714286], [778.4285714285716, 2313.571428571429], [875.5714285714287, 2287.857142857143], [998.4285714285716, 2290.714285714286], [1084.142857142857, 2296.4285714285716], [1238.4285714285716, 2296.4285714285716], [1467.0, 2279.2857142857147], [1844.1428571428573, 2259.2857142857147], [2152.714285714286, 2267.857142857143], [2292.714285714286, 2179.2857142857147], [2218.4285714285716, 2147.857142857143], [1878.4285714285716, 2162.1428571428573], [1652.7142857142858, 2170.714285714286], [1549.857142857143, 2133.571428571429], [1421.2857142857142, 2182.1428571428573], [1249.857142857143, 2162.1428571428573], [1167.0, 2159.2857142857147], [929.8571428571429, 2187.857142857143], [738.4285714285716, 2196.4285714285716], [587.0, 2199.2857142857147]]"
./AnnotedImage\image5_g.jpg,EquationG58,"[[358.4285714285715, 2319.2857142857147], [369.85714285714295, 2393.571428571429], [612.7142857142858, 2416.4285714285716], [741.2857142857144, 2393.571428571429], [772.7142857142858, 2313.571428571429], [1058.4285714285716, 2322.1428571428573], [1061.2857142857144, 2379.2857142857147], [1344.142857142857, 2379.2857142857147], [1364.142857142857, 2290.714285714286], [1518.4285714285716, 2302.1428571428573], [1541.2857142857142, 2362.1428571428573], [2307.0, 2356.4285714285716], [2338.4285714285716, 2247.857142857143], [2149.8571428571427, 2239.2857142857147], [1875.5714285714284, 2259.2857142857147], [1449.857142857143, 2270.714285714286], [1172.7142857142858, 2285.0], [978.4285714285716, 2307.857142857143], [641.2857142857142, 2296.4285714285716]]"
./AnnotedImage\image5_g.jpg,EquationG59,"[[469.85714285714295, 2405.0], [481.2857142857144, 2499.285714285714], [844.1428571428573, 2467.857142857143], [1124.142857142857, 2485.0], [1209.857142857143, 2467.857142857143], [1209.857142857143, 2405.0], [1341.2857142857142, 2390.714285714286], [1372.7142857142858, 2453.571428571429], [1455.5714285714287, 2453.571428571429], [1749.8571428571427, 2456.4285714285716], [1981.2857142857142, 2450.714285714286], [2321.285714285714, 2470.714285714286], [2381.285714285714, 2462.1428571428573], [2381.285714285714, 2342.1428571428573], [2101.285714285714, 2345.0], [1741.2857142857142, 2362.1428571428573], [1452.7142857142858, 2367.857142857143], [1284.142857142857, 2379.2857142857147], [1044.142857142857, 2385.0], [881.2857142857144, 2382.1428571428573], [658.4285714285716, 2399.285714285714]]"
./AnnotedImage\image5_g.jpg,EquationG60,"[[478.4285714285715, 2470.714285714286], [487.00000000000006, 2559.285714285714], [638.4285714285716, 2562.1428571428573], [798.4285714285716, 2562.1428571428573], [915.5714285714287, 2559.285714285714], [1164.142857142857, 2565.0], [1335.5714285714287, 2553.571428571429], [1409.857142857143, 2539.285714285714], [1429.857142857143, 2490.714285714286], [1592.7142857142858, 2476.4285714285716], [1601.2857142857142, 2533.571428571429], [1815.5714285714284, 2582.1428571428573], [1984.1428571428573, 2562.1428571428573], [2167.0, 2573.571428571429], [2212.714285714286, 2567.857142857143], [2244.142857142857, 2613.571428571429], [2401.285714285714, 2616.4285714285716], [2404.142857142857, 2496.4285714285716], [2375.5714285714284, 2470.714285714286], [2155.5714285714284, 2445.0], [1998.4285714285716, 2456.4285714285716], [1795.5714285714284, 2445.0], [1492.7142857142858, 2456.4285714285716], [1332.7142857142858, 2439.285714285714], [1181.2857142857144, 2465.0], [1067.0, 2470.714285714286], [767.0, 2479.285714285714], [581.2857142857144, 2473.571428571429]]"
./AnnotedImage\image5_g.jpg,EquationG61,"[[392.71428571428584, 2559.285714285714], [389.85714285714295, 2667.857142857143], [578.4285714285716, 2665.0], [721.2857142857144, 2659.285714285714], [727.0, 2562.1428571428573], [618.4285714285716, 2545.0], [507.00000000000006, 2545.0]]"
./AnnotedImage\image5_g.jpg,EquationG62,"[[941.2857142857144, 2570.714285714286], [944.1428571428571, 2662.1428571428573], [1141.2857142857144, 2647.857142857143], [1278.4285714285716, 2647.857142857143], [1349.857142857143, 2650.714285714286], [1544.142857142857, 2642.1428571428573], [1704.142857142857, 2656.4285714285716], [1764.1428571428573, 2685.0], [1827.0, 2607.857142857143], [1812.7142857142858, 2559.285714285714], [1669.857142857143, 2556.4285714285716], [1564.142857142857, 2533.571428571429], [1449.857142857143, 2533.571428571429], [1295.5714285714287, 2542.1428571428573], [1198.4285714285716, 2542.1428571428573], [1058.4285714285716, 2573.571428571429], [969.8571428571429, 2567.857142857143]]"
./AnnotedImage\image5_g.jpg,EquationG63,"[[372.71428571428584, 2819.285714285714], [349.85714285714295, 2879.285714285714], [609.8571428571429, 2887.857142857143], [615.5714285714287, 2799.285714285714]]"
./AnnotedImage\image5_g.jpg,EquationG64,"[[912.7142857142858, 2796.4285714285716], [929.8571428571429, 2896.4285714285716], [1175.5714285714287, 2870.714285714286], [1501.2857142857142, 2845.0], [1487.0, 2773.571428571429], [1172.7142857142858, 2773.571428571429], [998.4285714285716, 2793.571428571429]]"
./AnnotedImage\image5_g.jpg,EquationG65,"[[1872.7142857142858, 2776.4285714285716], [1881.2857142857142, 2850.714285714286], [2055.5714285714284, 2845.0], [2055.5714285714284, 2736.4285714285716], [2038.4285714285716, 2782.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG66,"[[2247.0, 2762.1428571428573], [2264.142857142857, 2830.714285714286], [2387.0, 2833.571428571429], [2407.0, 2730.714285714286], [2318.4285714285716, 2742.1428571428573]]"
./AnnotedImage\image5_g.jpg,EquationG67,"[[1641.2857142857142, 2847.857142857143], [1621.2857142857142, 2970.714285714286], [1884.1428571428573, 2970.714285714286], [2161.285714285714, 2959.285714285714], [2318.4285714285716, 2930.714285714286], [2307.0, 2836.4285714285716], [2141.285714285714, 2827.857142857143], [1992.7142857142858, 2833.571428571429], [1821.2857142857142, 2839.285714285714]]"
