Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image2_g.jpg,EquationG13,"[[1388.642857142857, 54.28571428571428], [1380.0714285714287, 134.28571428571428], [1562.9285714285713, 154.28571428571428], [1600.0714285714287, 74.28571428571428], [1605.7857142857142, 65.71428571428571], [1465.7857142857142, 42.857142857142854]]"
./AnnotedImage\image2_g.jpg,EquationG14,"[[1828.6428571428573, 197.1428571428571], [1828.6428571428573, 274.2857142857143], [1945.7857142857142, 288.57142857142856], [1977.2142857142858, 305.71428571428567], [2048.642857142857, 302.85714285714283], [2071.5, 219.99999999999997]]"
./AnnotedImage\image2_g.jpg,EquationG15,"[[614.3571428571429, 274.2857142857143], [631.5, 385.71428571428567], [860.0714285714287, 374.2857142857143], [911.5, 265.71428571428567]]"
./AnnotedImage\image2_g.jpg,EquationG16,"[[748.6428571428573, 877.1428571428571], [768.6428571428571, 988.5714285714284], [820.0714285714287, 974.2857142857142], [888.6428571428571, 877.1428571428571]]"
./AnnotedImage\image2_g.jpg,EquationG17,"[[1077.2142857142858, 1074.2857142857142], [1074.357142857143, 1131.4285714285713], [1005.7857142857144, 1171.4285714285713], [888.6428571428571, 1174.2857142857142], [902.9285714285716, 1237.142857142857], [948.6428571428571, 1265.7142857142856], [985.7857142857144, 1277.142857142857], [1088.642857142857, 1268.5714285714284], [1200.0714285714287, 1311.4285714285713], [1305.7857142857142, 1277.142857142857], [1322.9285714285716, 1182.8571428571427], [1428.642857142857, 1188.5714285714284], [1440.0714285714287, 1268.5714285714284], [1562.9285714285713, 1288.5714285714284], [1625.7857142857142, 1265.7142857142856], [1774.3571428571427, 1262.8571428571427], [1708.6428571428573, 1262.8571428571427], [1705.7857142857142, 1322.8571428571427], [1791.5, 1334.2857142857142], [1874.3571428571427, 1322.8571428571427], [2014.3571428571427, 1345.7142857142856], [2162.9285714285716, 1342.8571428571427], [2151.5, 1217.142857142857], [2128.642857142857, 1145.7142857142856], [1942.9285714285716, 1145.7142857142856], [1868.6428571428573, 1188.5714285714284], [1820.0714285714284, 1160.0], [1702.9285714285716, 1154.2857142857142], [1531.5, 1157.142857142857], [1482.9285714285713, 1157.142857142857], [1491.5, 1054.2857142857142], [1354.357142857143, 1077.142857142857], [1294.357142857143, 1091.4285714285713], [1168.642857142857, 1071.4285714285713]]"
./AnnotedImage\image2_g.jpg,EquationG18,"[[380.0714285714286, 1557.1428571428569], [385.7857142857144, 1674.2857142857142], [574.3571428571429, 1665.7142857142856], [597.2142857142858, 1774.2857142857142], [608.6428571428573, 1817.1428571428569], [677.2142857142858, 1842.8571428571427], [931.5, 1808.5714285714284], [1148.642857142857, 1791.4285714285713], [1297.2142857142858, 1791.4285714285713], [1311.5, 1714.2857142857142], [1191.5, 1705.7142857142856], [1171.5, 1642.8571428571427], [1291.5, 1617.1428571428569], [1285.7857142857142, 1574.2857142857142], [1137.2142857142858, 1562.8571428571427], [691.5, 1579.9999999999998]]"
./AnnotedImage\image2_g.jpg,EquationG19,"[[182.9285714285715, 1808.5714285714284], [194.35714285714295, 2037.1428571428569], [474.35714285714295, 1985.7142857142856], [462.9285714285715, 1854.2857142857142]]"
./AnnotedImage\image2_g.jpg,EquationG20,"[[1137.2142857142858, 1891.4285714285713], [1142.9285714285716, 1968.5714285714284], [1280.0714285714287, 1968.5714285714284], [1377.2142857142858, 1979.9999999999998], [1460.0714285714287, 1979.9999999999998], [1477.2142857142858, 1845.7142857142856], [1280.0714285714287, 1871.4285714285713], [1182.9285714285716, 1868.5714285714284]]"
./AnnotedImage\image2_g.jpg,EquationG21,"[[1631.5, 1905.7142857142856], [1648.6428571428573, 1957.1428571428569], [2200.0714285714284, 1945.7142857142856], [2214.3571428571427, 1879.9999999999998], [1828.6428571428573, 1888.5714285714284]]"
./AnnotedImage\image2_g.jpg,EquationG22,"[[1954.3571428571427, 2419.9999999999995], [1951.5, 2568.5714285714284], [2137.214285714286, 2582.8571428571427], [2211.5, 2439.9999999999995]]"
