Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image3_g.jpg,EquationG35,"[[1689.25, 1932.5], [1689.25, 2032.5], [1986.75, 2007.5], [1999.25, 1922.5]]"
./AnnotedImage\image3_g.jpg,EquationG36,"[[1604.25, 2025.0], [1584.25, 2097.5], [1641.75, 2115.0], [1854.25, 2112.5], [1896.75, 2040.0], [1884.25, 2012.5]]"
./AnnotedImage\image3_g.jpg,TexteG17,"[[79.25000000000011, 1547.5], [106.75000000000011, 1022.5], [2364.25, 1042.5], [2364.25, 1542.5], [2056.75, 1542.5], [1839.25, 1547.5], [1606.75, 1532.5], [1391.75, 1532.5], [1191.75, 1542.5], [976.7500000000001, 1540.0], [751.7500000000001, 1555.0], [546.7500000000001, 1552.5], [386.7500000000001, 1555.0], [254.2500000000001, 1562.5]]"
./AnnotedImage\image3_g.jpg,TexteG18,"[[96.75000000000011, 1555.0], [69.25000000000011, 1895.0], [114.25000000000011, 1935.0], [389.2500000000001, 1952.5], [446.7500000000001, 1985.0], [869.2500000000001, 1975.0], [439.2500000000001, 1990.0], [439.2500000000001, 2035.0], [1074.25, 1997.5], [1281.75, 1995.0], [1299.25, 1960.0], [1681.75, 1935.0], [2049.25, 1937.5], [2296.75, 1915.0], [2329.25, 1920.0], [2359.25, 1707.5], [2344.25, 1542.5], [1996.75, 1537.5], [1709.25, 1542.5], [1506.75, 1532.5], [1349.25, 1537.5], [1099.25, 1537.5], [881.7500000000001, 1540.0], [734.2500000000001, 1552.5], [559.2500000000001, 1552.5], [404.2500000000001, 1550.0], [264.2500000000001, 1555.0]]"
./AnnotedImage\image3_g.jpg,TexteG19,"[[386.7500000000001, 2162.5], [324.2500000000001, 2255.0], [309.2500000000001, 2435.0], [331.7500000000001, 2520.0], [634.2500000000001, 2492.5], [969.2500000000001, 2492.5], [1196.75, 2470.0], [1454.25, 2465.0], [1841.75, 2447.5], [2089.25, 2430.0], [2336.75, 2475.0], [2366.75, 2445.0], [2359.25, 2030.0], [2249.25, 1975.0], [2039.25, 1992.5], [1916.75, 2017.5], [1916.75, 2072.5], [1854.25, 2102.5], [1589.25, 2097.5], [1601.75, 2032.5], [1504.25, 2030.0], [1469.25, 2070.0], [1299.25, 2082.5], [1309.25, 2140.0], [1156.75, 2150.0], [1004.2500000000001, 2150.0], [729.2500000000001, 2165.0], [509.2500000000001, 2172.5]]"
./AnnotedImage\image3_g.jpg,EquationG37,"[[684.2500000000001, 3175.0], [684.2500000000001, 3257.5], [771.7500000000001, 3275.0], [794.2500000000001, 3202.5], [834.2500000000001, 3205.0], [934.2500000000001, 3225.0], [996.7500000000001, 3235.0], [1044.25, 3217.5], [1056.75, 3200.0], [1164.25, 3217.5], [1299.25, 3205.0], [1321.75, 3145.0], [1169.25, 3147.5], [1121.75, 3162.5], [1006.7500000000001, 3160.0], [919.2500000000001, 3147.5], [769.2500000000001, 3165.0]]"
./AnnotedImage\image3_g.jpg,TexteG20,"[[376.7500000000001, 2525.0], [589.2500000000001, 2897.5], [676.7500000000001, 2910.0], [884.2500000000001, 2890.0], [1066.75, 2882.5], [1266.75, 2872.5], [1491.75, 2857.5], [1691.75, 2847.5], [1906.75, 2837.5], [2236.75, 2825.0], [2346.75, 2832.5], [2314.25, 2475.0], [2294.25, 2435.0], [2071.75, 2435.0], [1841.75, 2435.0], [1646.75, 2447.5], [1344.25, 2460.0], [1049.25, 2477.5], [864.2500000000001, 2495.0], [586.7500000000001, 2502.5], [446.7500000000001, 2505.0]]"
./AnnotedImage\image3_g.jpg,TexteG21,"[[559.2500000000001, 2885.0], [441.7500000000001, 3017.5], [416.7500000000001, 3140.0], [424.2500000000001, 3257.5], [544.2500000000001, 3272.5], [676.7500000000001, 3270.0], [686.7500000000001, 3180.0], [974.2500000000001, 3155.0], [1221.75, 3150.0], [1461.75, 3145.0], [1546.75, 3145.0], [1536.75, 3090.0], [1869.25, 3072.5], [1921.75, 3080.0], [1939.25, 3115.0], [2204.25, 3110.0], [2324.25, 3100.0], [2356.75, 2842.5], [2121.75, 2835.0], [1824.25, 2847.5], [1549.25, 2860.0], [1281.75, 2862.5], [1054.25, 2882.5], [836.7500000000001, 2890.0], [636.7500000000001, 2920.0]]"
./AnnotedImage\image3_g.jpg,TexteG22,"[[54.250000000000114, 2940.0], [476.7500000000001, 2905.0], [434.2500000000001, 2975.0], [424.2500000000001, 3042.5], [429.2500000000001, 3075.0], [404.2500000000001, 3225.0], [361.7500000000001, 3290.0], [166.7500000000001, 3340.0], [21.750000000000114, 3350.0], [6.750000000000114, 3065.0]]"
./AnnotedImage\image3_g.jpg,TexteG23,"[[1319.25, 3152.5], [1306.75, 3202.5], [1014.2500000000001, 3225.0], [914.2500000000001, 3217.5], [784.2500000000001, 3217.5], [769.2500000000001, 3272.5], [674.2500000000001, 3275.0], [561.7500000000001, 3277.5], [419.2500000000001, 3267.5], [399.2500000000001, 3315.0], [186.7500000000001, 3330.0], [206.7500000000001, 3427.5], [306.7500000000001, 3447.5], [561.7500000000001, 3455.0], [826.7500000000001, 3460.0], [1089.25, 3445.0], [1509.25, 3457.5], [1876.75, 3435.0], [2336.75, 3447.5], [2361.75, 3260.0], [2346.75, 3100.0], [2161.75, 3100.0], [1909.25, 3125.0], [1729.25, 3122.5], [1549.25, 3132.5], [1424.25, 3142.5]]"
