Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image9_d.jpg,texteD56,"[[38.16666666666663, 92.50000000000001], [34.83333333333326, 632.5], [344.83333333333326, 629.1666666666666], [718.1666666666667, 632.5], [1121.5, 605.8333333333334], [1218.1666666666667, 595.8333333333334], [1238.1666666666667, 555.8333333333334], [1361.5, 539.1666666666666], [1414.8333333333333, 475.83333333333337], [1464.8333333333333, 395.83333333333337], [1568.1666666666667, 369.1666666666667], [1761.5000000000002, 375.83333333333337], [2221.5, 355.83333333333337], [2261.5, 355.83333333333337], [2331.5, 129.16666666666666], [2328.166666666667, 39.166666666666664], [1958.1666666666667, 39.166666666666664], [1591.5000000000002, 52.5], [838.1666666666667, 69.16666666666667], [474.83333333333326, 85.83333333333334], [211.5, 85.83333333333334]]"
./AnnotedImage\image9_d.jpg,texteD57,"[[64.83333333333326, 645.8333333333334], [81.5, 902.5], [114.83333333333326, 1079.1666666666667], [404.83333333333326, 1045.8333333333335], [1044.8333333333333, 1009.1666666666666], [1734.8333333333333, 999.1666666666666], [2288.166666666667, 975.8333333333334], [2334.833333333333, 875.8333333333334], [2304.833333333333, 759.1666666666666], [2314.833333333333, 672.5], [2034.8333333333333, 692.5], [1774.8333333333333, 689.1666666666666], [1834.8333333333333, 899.1666666666666], [1421.5, 912.5], [1061.5, 899.1666666666666], [888.1666666666667, 899.1666666666666], [954.8333333333333, 802.5], [1344.8333333333333, 782.5], [1498.1666666666667, 702.5], [1791.5000000000002, 679.1666666666666], [2218.166666666667, 669.1666666666666], [2301.5, 585.8333333333334], [2354.833333333333, 372.50000000000006], [2144.833333333333, 362.50000000000006], [1998.1666666666667, 375.83333333333337], [1968.1666666666667, 462.50000000000006], [1764.8333333333333, 445.83333333333337], [1681.5000000000002, 572.5], [1518.1666666666667, 559.1666666666666], [1301.5, 545.8333333333334], [1224.8333333333333, 545.8333333333334], [1164.8333333333333, 635.8333333333334], [938.1666666666667, 615.8333333333334], [524.8333333333333, 645.8333333333334], [288.16666666666663, 635.8333333333334]]"
./AnnotedImage\image9_d.jpg,texteD58,"[[141.5, 1062.5000000000002], [91.5, 1445.8333333333335], [764.8333333333333, 1419.1666666666667], [1208.1666666666667, 1409.1666666666667], [1601.5000000000002, 1379.1666666666667], [1584.8333333333333, 1325.8333333333335], [1594.8333333333333, 1269.1666666666667], [1838.1666666666667, 1229.1666666666667], [2048.166666666667, 1235.8333333333335], [2321.5, 1225.8333333333335], [2358.166666666667, 1222.5000000000002], [2324.833333333333, 1005.8333333333334], [2244.833333333333, 975.8333333333334], [1764.8333333333333, 995.8333333333334], [1254.8333333333333, 1019.1666666666666], [898.1666666666667, 1035.8333333333335], [438.16666666666674, 1039.1666666666667], [211.5, 1062.5000000000002]]"
./AnnotedImage\image9_d.jpg,texteD59,"[[28.16666666666663, 1462.5000000000002], [84.83333333333326, 1585.8333333333335], [201.5, 1585.8333333333335], [281.5, 1489.1666666666667], [468.16666666666674, 1485.8333333333335], [488.16666666666674, 1555.8333333333335], [454.83333333333326, 1635.8333333333335], [594.8333333333333, 1625.8333333333335], [881.5, 1602.5000000000002], [781.5, 1515.8333333333335], [661.5, 1432.5000000000002], [338.16666666666663, 1429.1666666666667]]"
./AnnotedImage\image9_d.jpg,texteD60,"[[771.5, 1432.5000000000002], [898.1666666666667, 1569.1666666666667], [1428.1666666666667, 1565.8333333333335], [1754.8333333333333, 1552.5000000000002], [2301.5, 1525.8333333333335], [2351.5, 1315.8333333333335], [2338.166666666667, 1242.5000000000002], [1964.8333333333333, 1229.1666666666667], [1928.1666666666667, 1275.8333333333335], [1908.1666666666667, 1329.1666666666667], [1704.8333333333333, 1319.1666666666667], [1641.5000000000002, 1385.8333333333335], [1484.8333333333333, 1392.5000000000002], [1424.8333333333333, 1492.5000000000002], [1208.1666666666667, 1519.1666666666667], [1294.8333333333333, 1389.1666666666667], [1154.8333333333333, 1399.1666666666667], [828.1666666666667, 1415.8333333333335]]"
./AnnotedImage\image9_d.jpg,texteD61,"[[114.83333333333326, 1609.1666666666667], [91.5, 1865.8333333333335], [408.16666666666663, 1865.8333333333335], [441.5, 1719.1666666666667], [548.1666666666667, 1752.5000000000002], [754.8333333333333, 1762.5000000000002], [781.5, 1805.8333333333335], [888.1666666666667, 1799.1666666666667], [914.8333333333333, 1712.5000000000002], [1278.1666666666667, 1712.5000000000002], [1334.8333333333333, 1612.5000000000002], [1704.8333333333333, 1609.1666666666667], [1751.5000000000002, 1562.5000000000002], [1498.1666666666667, 1552.5000000000002], [1264.8333333333333, 1572.5000000000002], [931.5, 1572.5000000000002], [814.8333333333333, 1622.5000000000002], [528.1666666666667, 1629.1666666666667], [371.5, 1629.1666666666667], [421.5, 1569.1666666666667], [194.83333333333326, 1589.1666666666667]]"
./AnnotedImage\image9_d.jpg,texteD62,"[[141.5, 1972.5000000000002], [174.83333333333326, 2425.8333333333335], [264.83333333333326, 2395.8333333333335], [378.16666666666663, 2302.5], [664.8333333333333, 2302.5], [1034.8333333333333, 2262.5], [1058.1666666666667, 2172.5], [1091.5, 2209.1666666666665], [1528.1666666666667, 2199.1666666666665], [1661.5000000000002, 2202.5], [1911.5000000000002, 2179.1666666666665], [2168.166666666667, 2185.8333333333335], [2294.833333333333, 2112.5], [2388.166666666667, 1989.1666666666667], [2361.5, 1899.1666666666667], [1998.1666666666667, 1942.5000000000002], [1751.5000000000002, 1925.8333333333335], [1611.5000000000002, 1919.1666666666667], [1678.1666666666667, 2019.1666666666667], [1664.8333333333333, 2079.1666666666665], [1301.5, 2095.8333333333335], [898.1666666666667, 2105.8333333333335], [861.5, 2009.1666666666667], [751.5, 1979.1666666666667], [491.5, 1989.1666666666667]]"
./AnnotedImage\image9_d.jpg,texteD63,"[[892.8636363636365, 2375.7575757575755], [723.1666666666667, 2445.4545454545455], [526.1969696969697, 2569.6969696969695], [386.8030303030304, 2772.7272727272725], [865.5909090909092, 2781.8181818181815], [950.439393939394, 2645.4545454545455], [1192.8636363636365, 2642.4242424242425], [1198.9242424242425, 2524.242424242424], [1877.7121212121212, 2509.090909090909], [2362.560606060606, 2521.212121212121], [2377.712121212121, 2384.8484848484845], [2350.439393939394, 2260.6060606060605], [2208.0151515151515, 2196.969696969697], [2074.681818181818, 2181.8181818181815], [2080.742424242424, 2333.333333333333], [1892.8636363636363, 2354.5454545454545], [1635.2878787878788, 2357.5757575757575], [1347.409090909091, 2345.4545454545455], [1029.2272727272727, 2372.7272727272725]]"
./AnnotedImage\image9_d.jpg,texteD64,"[[389.8333333333334, 2830.30303030303], [392.86363636363643, 3218.181818181818], [1008.0151515151517, 3212.121212121212], [1017.1060606060607, 3090.9090909090905], [1486.8030303030305, 3096.969696969697], [1871.6515151515152, 3115.151515151515], [2077.712121212121, 3172.7272727272725], [2398.924242424242, 3172.7272727272725], [2392.863636363636, 2933.333333333333], [2392.863636363636, 2669.6969696969695], [2353.469696969697, 2584.8484848484845], [2035.2878787878788, 2596.969696969697], [1814.0757575757577, 2612.121212121212], [1723.1666666666667, 2851.5151515151515], [1556.5, 2854.5454545454545], [1274.6818181818182, 2875.7575757575755], [1101.9545454545455, 2863.6363636363635], [1098.9242424242425, 2721.212121212121], [956.5000000000002, 2742.4242424242425], [714.0757575757577, 2842.4242424242425], [483.7727272727274, 2839.393939393939]]"
./AnnotedImage\image9_d.jpg,equationD170,"[[1474.6818181818182, 400.0], [1459.5303030303032, 463.6363636363636], [1692.8636363636363, 478.78787878787875], [1759.5303030303032, 460.60606060606057], [1768.6212121212122, 372.7272727272727], [1574.6818181818182, 360.60606060606057]]"
