Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image3_d.jpg,equationD78,"[[1429.5483870967741, 387.0322580645162], [1365.032258064516, 606.3870967741937], [1536.0, 661.2258064516129], [1761.8064516129034, 638.6451612903227], [1910.193548387097, 638.6451612903227], [1929.5483870967746, 477.3548387096775], [1800.5161290322585, 487.0322580645162], [1745.677419354839, 399.9354838709678]]"
./AnnotedImage\image3_d.jpg,equationD79,"[[977.9354838709679, 648.3225806451613], [977.9354838709679, 748.3225806451613], [1990.8387096774195, 728.9677419354839], [2239.225806451613, 722.5161290322582], [2245.677419354839, 567.6774193548388], [1813.4193548387098, 638.6451612903227], [1287.6129032258063, 645.0967741935484]]"
./AnnotedImage\image3_d.jpg,equationD80,"[[942.451612903226, 787.0322580645162], [961.8064516129033, 912.8387096774194], [1410.193548387097, 903.1612903225807], [1358.5806451612902, 777.3548387096774]]"
./AnnotedImage\image3_d.jpg,equationD81,"[[1426.3225806451615, 754.7741935483872], [1455.3548387096776, 851.5483870967743], [2048.9032258064517, 819.2903225806452], [2019.8709677419356, 754.7741935483872]]"
./AnnotedImage\image3_d.jpg,equationD82,"[[932.7741935483872, 948.3225806451613], [981.1612903225808, 1396.7096774193549], [2045.677419354839, 1461.225806451613], [2248.9032258064517, 1293.483870967742], [2242.451612903226, 867.6774193548388], [1600.5161290322585, 867.6774193548388], [1371.483870967742, 932.1935483870968], [1248.9032258064517, 896.7096774193549]]"
./AnnotedImage\image3_d.jpg,equationD83,"[[990.8387096774194, 1461.225806451613], [952.1290322580645, 1919.2903225806451], [1681.161290322581, 1896.7096774193549], [2142.451612903226, 1896.7096774193549], [2206.967741935484, 1580.5806451612905], [1981.161290322581, 1487.032258064516], [1181.161290322581, 1445.0967741935485]]"
./AnnotedImage\image3_d.jpg,equationD84,"[[129.54838709677426, 464.45161290322585], [158.58064516129036, 677.3548387096774], [913.4193548387099, 677.3548387096774], [936.0000000000001, 499.9354838709678], [800.5161290322582, 454.77419354838713]]"
./AnnotedImage\image3_d.jpg,equationD85,"[[152.12903225806463, 709.6129032258065], [129.54838709677426, 1403.1612903225807], [455.35483870967755, 1380.5806451612905], [700.5161290322582, 1354.774193548387], [894.0645161290323, 774.1290322580646], [761.8064516129033, 690.2580645161291], [568.2580645161291, 674.1290322580646]]"
./AnnotedImage\image3_d.jpg,equationD86,"[[332.7741935483872, 1403.1612903225807], [306.967741935484, 1645.0967741935485], [855.3548387096774, 1658.0], [839.225806451613, 1351.5483870967741], [374.709677419355, 1383.8064516129034]]"
./AnnotedImage\image3_d.jpg,equationD87,"[[126.32258064516134, 1667.6774193548388], [129.54838709677426, 1974.1290322580646], [871.4838709677421, 1941.8709677419356], [890.8387096774194, 1719.2903225806451], [597.2903225806452, 1654.774193548387], [245.67741935483878, 1648.3225806451615]]"
./AnnotedImage\image3_d.jpg,equationD88,"[[832.7741935483872, 2009.6129032258066], [813.4193548387099, 2183.8064516129034], [1052.1290322580644, 2190.2580645161293], [1277.9354838709678, 2203.1612903225805], [1690.8387096774195, 2148.3225806451615], [1719.8709677419356, 1912.8387096774195], [919.8709677419355, 1951.5483870967744]]"
./AnnotedImage\image3_d.jpg,equationD89,"[[55.35483870967755, 2193.483870967742], [84.38709677419365, 2487.032258064516], [581.1612903225808, 2451.548387096774], [655.3548387096774, 2319.2903225806454], [926.3225806451613, 2309.6129032258063], [1206.967741935484, 2235.4193548387098], [1190.8387096774195, 2174.1290322580644], [742.451612903226, 2187.032258064516], [758.5806451612904, 2022.516129032258], [468.25806451612914, 2032.1935483870968]]"
./AnnotedImage\image3_d.jpg,equationD90,"[[913.4193548387099, 2432.193548387097], [1516.645161290323, 2458.0], [1523.0967741935488, 2270.9032258064517], [1616.645161290323, 2199.935483870968], [1236.0, 2228.967741935484], [977.9354838709679, 2277.3548387096776]]"
./AnnotedImage\image3_d.jpg,equationD91,"[[977.9354838709679, 2825.741935483871], [784.3870967741935, 3196.709677419355], [1213.4193548387098, 3238.6451612903224], [1774.709677419355, 2964.451612903226], [1961.8064516129034, 2796.709677419355], [1794.0645161290327, 2832.193548387097], [1310.193548387097, 2799.935483870968]]"
./AnnotedImage\image3_d.jpg,texteD32,"[[29.548387096774263, 106.38709677419361], [442.45161290322585, 77.35483870967748], [655.3548387096774, 125.74193548387103], [1165.032258064516, 109.6129032258065], [1358.5806451612902, 112.83870967741942], [1387.6129032258063, 141.87096774193554], [1994.0645161290327, 138.64516129032265], [2255.3548387096776, 70.90322580645167], [2223.0967741935488, 6.3870967741936076], [1655.3548387096776, 12.838709677419414], [1071.483870967742, 6.3870967741936076], [568.2580645161291, 22.516129032258124], [194.0645161290323, 16.064516129032317], [42.45161290322585, 19.29032258064522], [16.645161290322676, 51.548387096774256]]"
