Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image7_d.jpg,equationD134,"[[21.212121212121247, 139.28787878787887], [293.93939393939394, 105.95454545454555], [442.42424242424244, 60.50000000000009], [769.6969696969695, 69.59090909090918], [1012.121212121212, 72.62121212121221], [1242.4242424242423, 63.53030303030312], [1503.030303030303, 81.7121212121213], [1557.5757575757575, 78.68181818181827], [1624.242424242424, 99.89393939393949], [1818.181818181818, 115.04545454545463], [1851.5151515151515, 33.22727272727282], [1772.7272727272725, 18.07575757575767], [1524.242424242424, 24.136363636363733], [1312.121212121212, 18.07575757575767], [1109.090909090909, 21.1060606060607], [957.5757575757575, 15.045454545454641], [772.7272727272727, 21.1060606060607], [609.090909090909, 15.045454545454641], [457.57575757575756, 5.954545454545551], [333.3333333333333, 8.98484848484858], [160.60606060606057, 2.9242424242425207], [51.5151515151515, 2.9242424242425207]]"
./AnnotedImage\image7_d.jpg,equationD135,"[[642.4242424242423, 187.77272727272737], [624.2424242424242, 281.7121212121213], [821.212121212121, 266.5606060606061], [815.151515151515, 187.77272727272737]]"
./AnnotedImage\image7_d.jpg,equationD136,"[[936.3636363636363, 190.8030303030304], [933.3333333333333, 275.65151515151524], [1157.5757575757575, 266.5606060606061], [1157.5757575757575, 184.74242424242433]]"
./AnnotedImage\image7_d.jpg,equationD137,"[[1333.3333333333333, 166.56060606060615], [1327.2727272727273, 299.8939393939395], [1703.030303030303, 293.8333333333334], [1733.333333333333, 169.59090909090918], [1566.6666666666665, 148.37878787878796]]"
./AnnotedImage\image7_d.jpg,equationD138,"[[1845.4545454545455, 257.46969696969705], [2127.272727272727, 296.86363636363643], [2193.939393939394, 266.5606060606061], [2357.5757575757575, 287.77272727272737], [2412.121212121212, 181.7121212121213], [2303.030303030303, 148.37878787878796], [2018.181818181818, 142.3181818181819], [1830.30303030303, 145.34848484848493]]"
./AnnotedImage\image7_d.jpg,equationD139,"[[766.6666666666665, 363.5303030303031], [1112.121212121212, 378.68181818181824], [1196.9696969696968, 372.6212121212122], [1278.7878787878788, 299.8939393939395], [1184.8484848484848, 284.7424242424243], [969.6969696969695, 302.9242424242425], [809.090909090909, 293.8333333333334], [748.4848484848485, 302.9242424242425]]"
./AnnotedImage\image7_d.jpg,equationD140,"[[1342.4242424242423, 336.25757575757586], [1448.4848484848483, 354.439393939394], [1615.151515151515, 348.37878787878793], [1754.5454545454545, 396.86363636363643], [1915.151515151515, 402.9242424242425], [1936.363636363636, 290.80303030303037], [1851.5151515151515, 260.50000000000006], [1724.242424242424, 281.7121212121213], [1545.4545454545453, 293.8333333333334], [1363.6363636363635, 290.80303030303037]]"
./AnnotedImage\image7_d.jpg,equationD141,"[[2121.212121212121, 351.409090909091], [2342.4242424242425, 369.5909090909092], [2345.4545454545455, 284.7424242424243], [2154.5454545454545, 260.50000000000006], [2100.0, 312.0151515151516]]"
./AnnotedImage\image7_d.jpg,equationD142,"[[866.6666666666665, 512.0151515151516], [1075.7575757575758, 490.80303030303037], [1036.3636363636363, 387.77272727272737], [875.7575757575758, 366.5606060606061]]"
./AnnotedImage\image7_d.jpg,equationD143,"[[1757.5757575757575, 545.3484848484849], [2415.151515151515, 545.3484848484849], [2424.242424242424, 418.0757575757577], [1981.8181818181815, 427.16666666666674], [1703.030303030303, 451.409090909091]]"
