Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image5_d.jpg,equationD123,"[[525.3333333333331, 403.33333333333337], [421.9999999999999, 480.0], [521.9999999999999, 563.3333333333334], [1165.333333333333, 606.6666666666667], [1432.0, 556.6666666666667], [1345.333333333333, 343.33333333333337], [921.9999999999999, 370.0]]"
./AnnotedImage\image5_d.jpg,equationD124,"[[1625.333333333333, 190.0], [1628.6666666666665, 400.0], [2182.0, 400.0], [2212.0, 113.33333333333334]]"
./AnnotedImage\image5_d.jpg,equationD125,"[[1472.0, 440.0], [1418.6666666666665, 676.6666666666667], [1962.0, 696.6666666666667], [1908.6666666666665, 406.6666666666667]]"
./AnnotedImage\image5_d.jpg,equationD126,"[[538.6666666666666, 740.0], [538.6666666666666, 903.3333333333334], [1092.0, 856.6666666666667], [1078.6666666666665, 660.0]]"
./AnnotedImage\image5_d.jpg,equationD127,"[[1172.0, 926.6666666666667], [1175.333333333333, 1220.0], [1605.333333333333, 1253.3333333333335], [1705.333333333333, 1003.3333333333334], [1622.0, 863.3333333333334]]"
./AnnotedImage\image5_d.jpg,equationD128,"[[875.3333333333331, 1946.6666666666667], [811.9999999999999, 2193.3333333333335], [1105.333333333333, 2240.0], [1418.6666666666665, 2203.3333333333335], [1395.333333333333, 1976.6666666666667], [1145.333333333333, 1893.3333333333335]]"
./AnnotedImage\image5_d.jpg,equationD129,"[[1788.6666666666665, 1753.3333333333335], [1702.0, 1863.3333333333335], [1598.6666666666665, 1930.0], [1735.333333333333, 2196.666666666667], [2005.333333333333, 2380.0], [2288.6666666666665, 2343.3333333333335], [2195.333333333333, 1963.3333333333335], [2062.0, 1713.3333333333335]]"
./AnnotedImage\image5_d.jpg,equationD130,"[[1182.0, 2373.3333333333335], [1155.333333333333, 2570.0], [2238.6666666666665, 2663.3333333333335], [2342.0, 2440.0], [2165.333333333333, 2360.0], [1655.333333333333, 2340.0], [1322.0, 2346.666666666667]]"
./AnnotedImage\image5_d.jpg,equationD131,"[[621.9999999999999, 2600.0], [591.9999999999999, 2693.3333333333335], [1825.333333333333, 2746.666666666667], [2158.6666666666665, 2806.666666666667], [2255.333333333333, 2706.666666666667], [2158.6666666666665, 2630.0], [1558.6666666666665, 2603.3333333333335], [1092.0, 2580.0], [795.3333333333331, 2573.3333333333335]]"
./AnnotedImage\image5_d.jpg,equationD132,"[[491.9999999999999, 2726.666666666667], [395.33333333333314, 2986.666666666667], [1792.0, 3010.0], [1788.6666666666665, 2816.666666666667], [968.6666666666666, 2730.0]]"
./AnnotedImage\image5_d.jpg,equationD133,"[[315.33333333333314, 3093.3333333333335], [278.6666666666665, 3630.0], [1888.6666666666665, 3703.3333333333335], [1958.6666666666665, 3136.666666666667], [1712.0, 3063.3333333333335], [1038.6666666666665, 3073.3333333333335], [465.33333333333314, 3036.666666666667]]"
