Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image7_g.jpg,EquationG84,"[[1484.0, 44.0], [1492.0, 128.0], [1820.0, 148.0], [2284.0, 148.0], [2272.0, 48.0], [2016.0, 20.0], [1708.0, 20.0]]"
./AnnotedImage\image7_g.jpg,EquationG85,"[[652.0, 176.0], [636.0, 268.0], [796.0, 268.0], [912.0, 292.0], [1028.0, 228.0], [1032.0, 164.0], [936.0, 144.0], [828.0, 164.0]]"
./AnnotedImage\image7_g.jpg,EquationG86,"[[912.0, 280.0], [900.0, 376.0], [1008.0, 376.0], [1172.0, 368.0], [1352.0, 336.0], [1380.0, 216.0], [1212.0, 204.0], [1048.0, 216.0], [992.0, 244.0]]"
./AnnotedImage\image7_g.jpg,EquationG87,"[[552.0, 368.0], [556.0, 488.0], [808.0, 480.0], [820.0, 352.0]]"
./AnnotedImage\image7_g.jpg,EquationG88,"[[811.4285714285716, 474.2857142857142], [817.1428571428573, 534.2857142857142], [1025.7142857142858, 522.8571428571428], [1028.5714285714287, 428.57142857142856], [834.2857142857144, 428.57142857142856]]"
./AnnotedImage\image7_g.jpg,EquationG89,"[[1742.857142857143, 502.85714285714283], [1762.8571428571427, 597.1428571428571], [1854.2857142857142, 611.4285714285713], [1908.5714285714284, 597.1428571428571], [1908.5714285714284, 499.99999999999994], [1845.7142857142858, 485.71428571428567]]"
./AnnotedImage\image7_g.jpg,EquationG90,"[[2337.142857142857, 451.4285714285714], [2331.4285714285716, 562.8571428571428], [2454.285714285714, 568.5714285714286], [2454.285714285714, 439.99999999999994]]"
./AnnotedImage\image7_g.jpg,EquationG91,"[[917.1428571428571, 657.1428571428571], [897.1428571428571, 748.5714285714286], [1071.4285714285716, 748.5714285714286], [1054.2857142857144, 665.7142857142857], [1037.142857142857, 642.8571428571428], [985.7142857142858, 628.5714285714286]]"
./AnnotedImage\image7_g.jpg,EquationG92,"[[1414.2857142857142, 745.7142857142857], [1362.857142857143, 877.1428571428571], [1497.142857142857, 879.9999999999999], [1591.4285714285713, 871.4285714285713], [1662.857142857143, 851.4285714285713], [1702.857142857143, 757.1428571428571], [1611.4285714285713, 737.1428571428571], [1428.5714285714287, 719.9999999999999]]"
./AnnotedImage\image7_g.jpg,EquationG93,"[[1748.5714285714284, 828.5714285714284], [1748.5714285714284, 959.9999999999999], [2022.8571428571427, 942.8571428571428], [2382.8571428571427, 899.9999999999999], [2442.8571428571427, 877.1428571428571], [2425.714285714286, 762.8571428571428], [2211.4285714285716, 762.8571428571428], [2085.714285714286, 782.8571428571428], [1940.0, 799.9999999999999], [1771.4285714285716, 811.4285714285713]]"
./AnnotedImage\image7_g.jpg,EquationG94,"[[857.1428571428573, 968.5714285714284], [845.7142857142858, 1074.2857142857142], [1040.0, 1074.2857142857142], [1037.142857142857, 962.8571428571428]]"
./AnnotedImage\image7_g.jpg,EquationG95,"[[1568.5714285714287, 965.7142857142857], [1568.5714285714287, 1120.0], [1731.4285714285713, 1102.8571428571427], [1737.142857142857, 939.9999999999999]]"
./AnnotedImage\image7_g.jpg,EquationG96,"[[677.1428571428572, 1205.7142857142856], [662.857142857143, 1337.142857142857], [842.8571428571429, 1328.5714285714284], [845.7142857142858, 1208.5714285714284]]"
