Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image6_g.jpg,EquationG73,"[[1083.5, 56.0], [1075.5, 204.0], [551.5, 252.0], [163.5, 280.0], [167.5, 428.0], [1007.5, 428.0], [1223.5, 408.0], [1287.5, 204.0], [1583.5, 200.0], [1591.5, 100.0], [1347.5, 116.0], [1343.5, 44.0]]"
./AnnotedImage\image6_g.jpg,EquationG74,"[[227.5, 476.0], [247.5, 856.0], [1079.5, 820.0], [1079.5, 440.0]]"
./AnnotedImage\image6_g.jpg,EquationG75,"[[263.5, 796.0], [287.5, 1404.0], [1159.5, 1396.0], [1131.5, 768.0], [983.5, 804.0]]"
./AnnotedImage\image6_g.jpg,EquationG76,"[[263.5, 1448.0], [295.5, 2268.0], [1223.5, 2236.0], [1155.5, 1384.0]]"
./AnnotedImage\image6_g.jpg,EquationG77,"[[2075.5, 588.0], [2083.5, 1356.0], [2147.5, 1524.0], [2434.0, 1563.2465753424658], [2434.0, 1120.0], [2434.0, 596.0]]"
./AnnotedImage\image6_g.jpg,EquationG78,"[[1903.5, 828.0], [2079.5, 840.0], [2139.5, 1512.0], [2123.5, 1676.0], [1875.5, 1680.0]]"
./AnnotedImage\image6_g.jpg,EquationG79,"[[1439.5, 1984.0], [1463.5, 2420.0], [2055.5, 2456.0], [2067.5, 1952.0]]"
./AnnotedImage\image6_g.jpg,EquationG80,"[[1167.5, 2440.0], [1187.5, 2748.0], [1855.5, 2756.0], [1831.5, 2472.0]]"
./AnnotedImage\image6_g.jpg,EquationG81,"[[1859.5, 2484.0], [1871.5, 2676.0], [2387.5, 2684.0], [2434.0, 2458.653846153846]]"
./AnnotedImage\image6_g.jpg,EquationG82,"[[211.5, 3220.0], [227.5, 3580.0], [1323.5, 3528.0], [1327.5, 3172.0]]"
./AnnotedImage\image6_g.jpg,EquationG83,"[[1335.5, 3404.0], [1343.5, 3644.0], [1695.5, 3620.0], [1679.5, 3352.0], [1387.5, 3304.0]]"
./AnnotedImage\image6_g.jpg,EquationG83,"[[1863.5, 1788.0], [1451.5, 1800.0], [1447.5, 1540.0], [1319.5, 1372.0], [1379.5, 1248.0], [1671.5, 1304.0], [1615.5, 1560.0], [1807.5, 1568.0]]"
./AnnotedImage\image6_g.jpg,EquationG84,"[[2083.5, 428.0], [1943.5, 364.0], [1695.5, 312.0], [1627.5, 216.0], [1407.5, 220.0], [1339.5, 556.0], [1663.5, 584.0], [2087.5, 552.0]]"
