Nom de l'image,Label,Coordonnées des points
./AnnotedImage\image8_g.jpg,EquationG132,"[[71.42857142857162, 65.71428571428571], [57.14285714285728, 280.0], [17.14285714285728, 299.99999999999994], [1.7053025658242404e-13, 611.4285714285713], [220.0000000000001, 622.8571428571428], [171.42857142857156, 334.2857142857143], [234.28571428571445, 325.71428571428567], [288.57142857142867, 68.57142857142857]]"
./AnnotedImage\image8_g.jpg,EquationG133,"[[588.5714285714287, 280.0], [582.857142857143, 648.5714285714286], [1271.4285714285716, 637.1428571428571], [1320.0, 251.42857142857142]]"
./AnnotedImage\image8_g.jpg,EquationG134,"[[588.5714285714287, 685.7142857142857], [571.4285714285716, 831.4285714285713], [1717.142857142857, 808.5714285714284], [1728.5714285714287, 657.1428571428571]]"
./AnnotedImage\image8_g.jpg,EquationG135,"[[1668.5714285714287, 371.4285714285714], [1665.7142857142858, 508.5714285714285], [1894.2857142857142, 511.4285714285714], [1928.5714285714284, 642.8571428571428], [2499.0, 622.9914712153517], [2499.0, 317.1428571428571], [1688.5714285714287, 328.57142857142856]]"
./AnnotedImage\image8_g.jpg,EquationG136,"[[1882.8571428571427, 668.5714285714286], [1934.2857142857142, 974.2857142857142], [1942.8571428571427, 1160.0], [2499.0, 1187.396199859254], [2499.0, 774.2857142857142], [2499.0, 639.9999999999999]]"
./AnnotedImage\image8_g.jpg,EquationG137,"[[414.28571428571445, 1242.8571428571427], [405.7142857142859, 1431.4285714285713], [994.2857142857144, 1419.9999999999998], [1000.0, 1222.8571428571427]]"
./AnnotedImage\image8_g.jpg,EquationG138,"[[797.1428571428573, 1539.9999999999998], [840.0, 1802.8571428571427], [1437.142857142857, 1808.5714285714284], [1422.857142857143, 1542.8571428571427]]"
./AnnotedImage\image8_g.jpg,EquationG139,"[[1474.2857142857142, 1359.9999999999998], [1488.5714285714287, 1617.1428571428569], [1894.2857142857142, 1611.4285714285713], [1905.7142857142858, 1354.2857142857142]]"
./AnnotedImage\image8_g.jpg,EquationG140,"[[1922.8571428571427, 1477.142857142857], [1945.7142857142858, 1845.7142857142856], [2411.4285714285716, 1834.2857142857142], [2440.0, 1677.1428571428569], [2499.0, 1650.9206349206347], [2499.0, 1417.142857142857], [2048.5714285714284, 1391.4285714285713]]"
./AnnotedImage\image8_g.jpg,EquationG141,"[[1908.5714285714284, 1962.8571428571427], [1891.4285714285716, 2240.0], [2251.4285714285716, 2234.285714285714], [2254.285714285714, 1974.285714285714], [2128.5714285714284, 1945.7142857142856]]"
./AnnotedImage\image8_g.jpg,EquationG142,"[[317.1428571428572, 1497.142857142857], [314.28571428571445, 1908.5714285714284], [565.7142857142858, 1974.285714285714], [668.5714285714287, 2262.8571428571427], [711.4285714285716, 2302.8571428571427], [1454.2857142857142, 2285.7142857142853], [1565.7142857142858, 2257.142857142857], [1440.0, 1959.9999999999998], [1194.2857142857144, 1948.5714285714284], [997.1428571428571, 1822.8571428571427], [857.1428571428573, 1834.2857142857142], [771.4285714285716, 1648.5714285714284], [545.7142857142858, 1519.9999999999998]]"
./AnnotedImage\image8_g.jpg,EquationG143,"[[220.0000000000001, 2262.8571428571427], [228.57142857142867, 2825.7142857142853], [1160.0, 2802.8571428571427], [1325.7142857142858, 2399.9999999999995], [1497.142857142857, 2354.285714285714], [1462.857142857143, 2314.285714285714], [491.42857142857156, 2280.0]]"
./AnnotedImage\image8_g.jpg,EquationG144,"[[1445.7142857142858, 2402.8571428571427], [1451.4285714285716, 2565.7142857142853], [2168.5714285714284, 2537.142857142857], [2171.4285714285716, 2417.142857142857], [2331.4285714285716, 2411.428571428571], [2328.5714285714284, 2497.142857142857], [2482.8571428571427, 2494.285714285714], [2485.714285714286, 2365.7142857142853]]"
./AnnotedImage\image8_g.jpg,EquationG145,"[[1774.2857142857142, 2557.142857142857], [1780.0, 2614.285714285714], [1660.0, 2622.8571428571427], [1634.2857142857142, 2822.8571428571427], [1591.4285714285713, 2894.285714285714], [1577.142857142857, 2928.5714285714284], [1614.2857142857142, 3028.5714285714284], [1688.5714285714287, 3051.428571428571], [1757.1428571428573, 3079.9999999999995], [1871.4285714285716, 3085.7142857142853], [1980.0, 2774.285714285714], [2042.8571428571427, 2739.9999999999995], [2068.5714285714284, 2717.142857142857], [2120.0, 2597.142857142857], [2160.0, 2617.142857142857], [2185.714285714286, 2728.5714285714284], [2448.5714285714284, 2722.8571428571427], [2448.5714285714284, 2559.9999999999995], [2257.142857142857, 2522.8571428571427], [2160.0, 2545.7142857142853], [1900.0, 2542.8571428571427]]"
./AnnotedImage\image8_g.jpg,EquationG146,"[[2031.4285714285716, 2825.7142857142853], [2025.7142857142858, 2948.5714285714284], [1925.7142857142858, 2957.142857142857], [1871.4285714285716, 3219.9999999999995], [2422.8571428571427, 3265.7142857142853], [2499.0, 3243.7499999999995], [2499.0, 2848.5714285714284], [2499.0, 2771.428571428571], [2065.714285714286, 2759.9999999999995]]"
./AnnotedImage\image8_g.jpg,TexteG45,"[[405.7142857142859, 122.85714285714285], [414.28571428571445, 268.57142857142856], [1862.8571428571427, 237.1428571428571], [1868.5714285714284, 122.85714285714285]]"
./AnnotedImage\image8_g.jpg,TexteG46,"[[371.42857142857156, 639.9999999999999], [365.7142857142859, 779.9999999999999], [114.28571428571445, 808.5714285714284], [114.28571428571445, 917.1428571428571], [477.1428571428572, 922.8571428571428], [531.4285714285716, 674.2857142857142]]"
./AnnotedImage\image8_g.jpg,EquationG147,"[[220.0000000000001, 1017.142857142857], [217.14285714285734, 1154.2857142857142], [488.57142857142867, 1125.7142857142856], [485.7142857142858, 1008.5714285714284]]"
./AnnotedImage\image8_g.jpg,TexteG47,"[[1422.857142857143, 1182.8571428571427], [1448.5714285714287, 1328.5714285714284], [2134.285714285714, 1348.5714285714284], [2297.142857142857, 1299.9999999999998], [2311.4285714285716, 1228.5714285714284], [1454.2857142857142, 1211.4285714285713]]"
./AnnotedImage\image8_g.jpg,TexteG48,"[[68.57142857142873, 1957.1428571428569], [80.00000000000017, 2188.5714285714284], [548.5714285714287, 2168.5714285714284], [588.5714285714287, 2031.4285714285713], [560.0000000000001, 1959.9999999999998]]"
./AnnotedImage\image8_g.jpg,TexteG49,"[[1462.857142857143, 1628.5714285714284], [1480.0, 1759.9999999999998], [1608.5714285714287, 1779.9999999999998], [1642.857142857143, 1879.9999999999998], [1602.857142857143, 1908.5714285714284], [1477.142857142857, 1928.5714285714284], [1537.142857142857, 2019.9999999999998], [1731.4285714285713, 1979.9999999999998], [1768.5714285714284, 1908.5714285714284], [1985.7142857142858, 1902.8571428571427], [2071.4285714285716, 1942.8571428571427], [2200.0, 1954.285714285714], [2245.714285714286, 1979.9999999999998], [2388.5714285714284, 2002.8571428571427], [2499.0, 1975.923344947735], [2480.0, 1811.4285714285713], [2300.0, 1834.2857142857142], [2100.0, 1834.2857142857142], [1937.1428571428573, 1834.2857142857142], [1948.5714285714284, 1668.5714285714284], [1934.2857142857142, 1617.1428571428569], [1817.1428571428573, 1614.2857142857142], [1608.5714285714287, 1622.8571428571427]]"
./AnnotedImage\image8_g.jpg,TexteG50,"[[1522.857142857143, 2605.7142857142853], [1522.857142857143, 3039.9999999999995], [1594.2857142857142, 3014.285714285714], [1591.4285714285713, 2868.5714285714284], [1628.5714285714287, 2828.5714285714284], [1665.7142857142858, 2619.9999999999995], [1762.8571428571427, 2605.7142857142853], [1751.4285714285716, 2525.7142857142853], [1628.5714285714287, 2522.8571428571427]]"
./AnnotedImage\image8_g.jpg,TexteG51,"[[71.42857142857162, 2848.5714285714284], [165.7142857142859, 3385.7142857142853], [674.2857142857143, 3362.8571428571427], [1340.0, 3314.2857142857138], [1420.0, 3074.2857142857138], [1531.4285714285716, 3074.2857142857138], [1465.7142857142858, 2905.7142857142853], [1328.5714285714287, 2817.142857142857], [1071.4285714285716, 2802.8571428571427], [717.1428571428572, 2805.7142857142853], [514.2857142857144, 2817.142857142857], [248.57142857142867, 2828.5714285714284]]"
./AnnotedImage\image8_g.jpg,TexteG52,"[[200.00000000000017, 3377.142857142857], [217.14285714285734, 3619.9999999999995], [780.0, 3622.8571428571427], [1905.7142857142858, 3591.428571428571], [2471.4285714285716, 3517.142857142857], [2408.5714285714284, 3328.5714285714284], [1374.2857142857142, 3337.142857142857], [1288.5714285714287, 3308.5714285714284], [1160.0, 3314.2857142857138], [814.2857142857144, 3348.5714285714284], [614.2857142857144, 3348.5714285714284], [488.57142857142867, 3362.8571428571427], [357.1428571428572, 3371.428571428571]]"
